i t_now control_mode Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 phi_x phi_y x y dx dy theta_d_x theta_d_y inner_x_Kp inner_x_Ki inner_x_Kd inner_y_Kp inner_y_Ki inner_y_Kd
7503 40.53903150558472 2 -0.7291088052697404 0.1387148462998158 0.0 -0.13078161129313254 0.6607056522736084 -0.529924040980476 0.006205883991260108 0.0479960453750614 0.7171686989905587 7.0419360328903355 16.845388108154914 -16.37695420355715 3.858721135361613 2.671422324481117 -1.4841235136006206 10.760699070911775 -2.546133858538455 1.3020445875803248 -0.3080821968831531 0.16489926387803777 -0.18406229315229838 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7504 40.54430842399597 2 -0.7109015767171245 0.1789540425864549 0.0 -0.16871948937817127 0.6648084514547472 -0.49608896207657605 0.00256447594045165 0.04666744219285466 0.7187346515421527 7.060168490254918 16.858010578638087 -16.38396668715891 3.710308784001551 3.1802646720013295 -2.1201764480008864 10.767058822135715 -2.5519038363802182 1.3028141174784214 -0.3087803642020064 0.15390597961930652 -0.13963346377066088 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7505 40.5495548248291 2 -0.6843252902027986 0.15793420695272442 0.0 -0.14890179829012135 0.6332001588380195 -0.4842983605478982 0.0 0.045282609764024005 0.7203443323679136 7.079803444339855 16.874840539282317 -16.395186660921734 3.2643808556661975 3.2643808556661975 -2.0773332717875803 10.776144181027064 -2.5581983576621434 1.3039134459042747 -0.30954200127711934 0.21986568517067262 -0.15232741502259062 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7506 40.55492687225342 2 -0.690308834369068 0.24883594338277437 0.0 -0.23460477729188206 0.6809371916924888 -0.4463324144006069 -0.0031785253755432772 0.04427691523898683 0.7215133165423325 7.0952309082637335 16.890268003206195 -16.4050041379642 2.6793611723993367 3.572481563199116 -2.3816543754660775 10.784321004029277 -2.562919248623587 1.3049028414875425 -0.310113229083454 0.1978791166535654 -0.11424556126693464 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7507 40.560200214385986 2 -0.589631540239375 0.2862464835962623 0.0 -0.26987577285562786 0.6163700230404126 -0.3464942501847846 -0.006140551461389046 0.042181651238776256 0.7233072288784522 7.107853378746907 16.90709796385043 -16.416224111727022 2.343570457328867 3.6455540447337924 -2.6039671748098523 10.793406362920624 -2.5665910527047093 1.3060021699133955 -0.31055751737726983 0.2198656851705838 -0.08885765876316398 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7508 40.56542634963989 2 -0.5216775248987274 0.3186896626806772 0.0 -0.3004634954340803 0.5761796631436896 -0.2757161677096094 -0.008869099850821252 0.039662595072330484 0.7251349391865292 7.12047584923008 16.92673291793536 -16.430249078930547 1.8836295169739263 3.7672590339478527 -2.6908993099627514 10.80430879359024 -2.570262856785832 1.307321364024419 -0.31100180567108565 0.26383882220470944 -0.08885765876316398 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7509 40.57065439224243 2 -0.44734637352849715 0.3399767990212943 0.0 -0.3205332000454042 0.5255233844991374 -0.20499018445373318 -0.011270599983375462 0.0367307768621559 0.72698725956884 7.1302933262725485 16.9463678720203 -16.444274046134073 1.4869558103823006 4.1634762690704425 -2.9739116207646012 10.815211224259857 -2.5728855739866336 1.3086405581354426 -0.3113191544523827 0.26383882220470944 -0.06346975625940443 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7510 40.57591652870178 2 -0.36254771936637964 0.3585723666926445 0.0 -0.33806526937930426 0.46505160797544576 -0.1269863385961415 -0.013382096215881743 0.03334171439942099 0.7288573870322707 7.137305809874311 16.966002826105235 -16.458299013337598 0.7980823522491957 4.25643921199571 -2.92630195824705 10.826113654929472 -2.574459204307115 1.309959752246466 -0.3115095637211609 0.26383882220470944 -0.03808185375564488 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7511 40.5812304019928 2 -0.27554452777851446 0.37432290115681705 0.0 -0.3529150156818761 0.40143867266543987 -0.04852365698356381 -0.015230486862155551 0.02956809491807235 0.7306879660960561 7.14151330003537 16.988442773630876 -16.47372647726148 0.592395658015876 4.44296743511907 -2.961978290079379 10.838378889432793 -2.574721476027196 1.311443845621368 -0.31154129859929075 0.2968186749803703 -0.006346975625970419 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7512 40.58648371696472 2 -0.18603767566424853 0.38711711842806207 0.0 -0.36497751940517126 0.3343878858061858 0.030589633598985522 -0.016835310124775522 0.02546270542085364 0.732384863722438 7.144318293476074 17.009480224436167 -16.487751444465005 0.26627999247248646 4.526759872032271 -2.9290799171973516 10.849735588046977 -2.574459204307115 1.3128180061536843 -0.3115095637211609 0.27483210646326306 0.006346975625970419 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7513 40.59183955192566 2 -0.08168164491649688 0.3928307745353419 0.0 -0.3703644060436052 0.2518749868206749 0.11848941922293035 -0.018158256422714583 0.020906391154431138 0.7339846790687571 7.145720790196427 17.03332266868216 -16.503178908388882 0.0 4.738164595785765 -2.961352872366103 10.862455090494862 -2.5734101174267945 1.3143570659498782 -0.3113826242086421 0.3078119592387907 0.025387902503759552 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7514 40.59715795516968 2 -0.10040783334571723 0.387575255580775 0.0 -0.36540945525503365 0.26468738025265587 0.10072207500237781 -0.019119007933912927 0.017597499611532227 0.7351464987238774 7.145720790196427 17.0557626162078 -16.517203875592408 -0.5952872327472777 4.464654245604583 -2.6787925473627494 10.874266057053614 -2.5718364871063133 1.3157861929034873 -0.3111922149398639 0.2858253907218167 0.03808185375564488 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7515 40.602550983428955 2 0.14065986636094366 0.3433767613305205 0.0 -0.3237387152515809 0.047021057668329105 0.2767176575832518 -0.019291759988740595 0.011887235370676699 0.7366201958212449 7.142915796755721 17.07680006701309 -16.52982634607558 -0.797628466551234 4.519894643790325 -2.3928853996537014 10.88516848772323 -2.5692137699055113 1.3171053870145109 -0.31087486615856685 0.26383882220470944 0.06346975625940443 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7516 40.607887983322144 2 0.25070481606264056 0.2983486027379952 0.0 -0.28128576020475693 -0.06405674503488193 0.3453425052396389 -0.01883975565795748 0.0060079384396205205 0.7380578529606501 7.138708306594663 17.100642511259082 -16.542448816558753 -1.0570919316770953 4.492640709627656 -1.8499108804349167 10.896979454281981 -2.5655419658243885 1.3185345139681197 -0.310430577864751 0.28582539072177227 0.08885765876317508 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7517 40.61330533027649 2 0.4854261505643575 0.18713868626908023 0.0 -0.17643604544427796 -0.30813076950656637 0.4845668149508443 -0.017041599965546526 -0.0016215029771685556 0.7399418554427993 7.126085836111491 17.145522406310366 -16.560681273923336 -1.86254544535536 3.9911688114757715 -1.064311683060206 10.917421511787511 -2.5558379121814214 1.3210080029262887 -0.309256387373952 0.49469779163380245 0.23483809815979528 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7518 40.61863613128662 2 0.5796655690377182 0.1379982480939726 0.0 -0.1301059960254821 -0.4082419571880805 0.5383479532135625 -0.01500079106096572 -0.00878955468912358 0.7417300305602709 7.116268359069022 17.166559857115654 -16.566291260804746 -2.072071980259203 3.848133677624234 -0.5920205657883436 10.926052602734293 -2.5492811191794167 1.3220523649308493 -0.3084630154207094 0.208872400912119 0.15867439064851663 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7519 40.62389278411865 2 0.6717965233522092 0.08983144403230275 0.0 -0.08469389765202812 -0.506172615570198 0.5908665132222259 -0.012783762274555624 -0.015570038867568848 0.7434486138238844 7.106450882026555 17.184792314480237 -16.569096254245455 -2.391978488378487 3.1893046511713155 -0.26577538759760966 10.932866621902804 -2.5427243261774133 1.3228768612502393 -0.307669643467467 0.16489926387799336 0.15867439064848332 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7520 40.6291241645813 2 0.7615152030880258 0.03832356985138011 0.0 -0.03613180816158293 -0.6037086555650644 0.6398404637266474 -0.010386262296208221 -0.022016566220762056 0.7451166580150764 7.093828411543381 17.20162227512447 -16.570498750965804 -2.0742609428413488 2.963229918344784 0.0 10.93877210518218 -2.5351184462950864 1.3235914247270437 -0.30674933200170545 0.14291269536088613 0.1840622931523095 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7521 40.63446497917175 2 0.7354073187663415 0.048172547281405464 0.0 -0.04541751313294851 -0.5777488047954698 0.6231663179284183 -0.008645147232895683 -0.02669817038429486 0.7463280268967384 7.084010934500913 17.215647242327996 -16.570498750965804 -2.383678301002908 2.085718513377545 0.595919575250727 10.943314784627853 -2.528823925013162 1.3241410889399703 -0.3059876949265926 0.1099328425853141 0.1523274150225684 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7522 40.639750480651855 2 0.8297209133033041 -0.005305966647360327 0.0 0.0050025133294641835 -0.6799655455011099 0.6749630321716458 -0.006593265840410992 -0.03156795070531617 0.7476802668548712 7.072790960738092 17.225464719370464 -16.567693757525102 -1.8818242366241331 1.8818242366241331 0.8064961014103429 10.945586124350692 -2.522267132011158 1.3244159210464337 -0.3051943229733501 0.05496642129267926 0.15867439064850553 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7523 40.645055294036865 2 1.0 -0.13434309779211015 0.0 0.12665988727254476 -0.8798265245639982 0.7531666372914536 -0.003318267117070611 -0.037781806662799004 0.7495022375779706 7.0629734836956235 17.235282196412932 -16.563486267364045 -1.8237928743206584 1.0421673567546619 1.5632510351319926 10.947403196128962 -2.5159726107292335 1.3246357867316043 -0.30443268589823724 0.04397313703412564 0.1523274150225684 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7524 40.65029454231262 2 1.0 -0.1933497424061244 0.0 0.18229188532805696 -0.9076425235917542 0.7253506382636974 0.0 -0.043344368812820444 0.7511403380941399 7.053156006653156 17.240892183294342 -16.55507128704193 -1.4866405770114335 0.5946562308045734 1.7839686924137201 10.946494660239827 -2.509678089447309 1.324525853889019 -0.3036710488231244 -0.02198656851706282 0.1523274150225684 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7525 40.65558433532715 2 1.0 -0.24517820322104206 0.0 0.231156226795643 -0.9320746943255475 0.7009184675299044 0.0032584422015927584 -0.04811896910299887 0.7525924279093823 7.046143523051393 17.243697176735047 -16.54665630671981 -1.3271165029831435 0.2654233005966287 2.388809705369659 10.944677588461555 -2.504957198485865 1.3243059882038482 -0.3030998210167897 -0.04397313703417005 0.11424556126694574 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7526 40.660953998565674 2 1.0 -0.28419486482588624 0.0 0.26794148812903784 -0.9504673249922448 0.6825258368632069 0.0063035839784832915 -0.0523213348672633 0.7539094981034001 7.0391310394496305 17.2450996734554 -16.534033836236638 -1.186545448690851 -0.2966363621727128 2.373090897381702 10.941043444905016 -2.4997117640842617 1.323866256833507 -0.30246512345419563 -0.08794627406825128 0.12693951251880886 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7527 40.66623497009277 2 1.0 -0.30012992121049004 0.0 0.2829652033665623 -0.9579791826110071 0.6750139792444447 0.008882505331834552 -0.05605563539791199 0.7552859550329015 7.0335210525682195 17.243697176735047 -16.522813862473818 -0.7934169641821157 -0.7934169641821157 2.6447232139403853 10.93695503340391 -2.495777688283059 1.323371559041873 -0.3019891002822501 -0.09893955832676049 0.0952046343891011 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7528 40.67152953147888 2 1.0 -0.3058565194412883 0.0 0.2883642919560667 -0.9606787269057591 0.6723144349496925 0.010965357789606653 -0.05908254192045457 0.7568105004178132 7.029313562407162 17.23948968657399 -16.508788895270293 -0.2791593790510721 -1.1166375162042883 2.791593790510721 10.931049550124534 -2.4923681559220165 1.3226569955650687 -0.301576546866564 -0.14291269536088613 0.08251068313722687 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7529 40.67688608169556 2 1.0 -0.3136205607289986 0.0 0.2956843002813364 -0.9643387310683941 0.6686544307870577 0.012687955569960701 -0.061543227542011414 0.7584425907632029 7.02791106568681 17.23387969969258 -16.494763928066767 0.23074970719851695 -1.6152479503896189 3.2304959007792378 10.924689798900593 -2.4902699821613754 1.3218874656669717 -0.3013226678415264 -0.15390597961939534 0.050775805007519104 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7530 40.682127952575684 2 1.0 -0.34307875089784234 0.0 0.32345774832116614 -0.9782254550883089 0.6547677067671428 0.01441140974420752 -0.06312024354165222 0.7601003675240764 7.029313562407162 17.22406222265011 -16.475128973981832 0.5935237919393086 -1.780571375817926 3.2643808556661975 10.915150172064678 -2.488958623560974 1.320733170819826 -0.30116399345087785 -0.23085896942913742 0.031734878129707766 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7531 40.6875102519989 2 1.0 -0.37658908688081366 0.0 0.35505159607236425 -0.9940223789639081 0.6389707828915436 0.01618798346578917 -0.06395052714594221 0.7617242527501698 7.032118555847868 17.215647242327996 -16.45970151005795 0.8936894989502461 -1.7873789979004922 3.5747579958009843 10.90742761700703 -2.4886963518408938 1.3197987416578507 -0.3011322585727481 -0.18688583239505618 0.006346975625948215 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7532 40.69282078742981 2 1.0 -0.39776836203963756 0.0 0.37501960818625785 -1.0 0.6289867768345969 0.017845643934934766 -0.06387104277831959 0.7632709796771106 7.036326046008925 17.20723226200588 -16.44287154941372 1.194122367264867 -2.089714142713517 3.8808976936108177 10.899250794004818 -2.4886963518408938 1.3188093460745829 -0.3011322585727481 -0.1978791166535654 0.0 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7533 40.69817519187927 2 0.9453477892453293 -0.4194447040495359 0.0 0.3954562594216151 -0.9696013674172033 0.5741451079955882 0.019416947091499024 -0.06197594391662582 0.7651292303847216 7.048948516492098 17.184792314480237 -16.407809131404907 1.7775623832098681 -2.3700831776131577 4.147645560823026 10.880625808277557 -2.4910567973216162 1.3165557228015843 -0.30141787247591556 -0.4507246545997212 -0.05712278063348952 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7534 40.703423500061035 2 0.8686411105004895 -0.4091438080932845 0.0 0.38574448157766517 -0.9021147375657452 0.51637025598808 0.020505563996792896 -0.05949725768442973 0.7668987040202493 7.057363496814214 17.173572340717417 -16.388174177319968 1.8890662002055227 -2.968532600322965 4.047999000440407 10.870631913497073 -2.4926304276420965 1.3153464615331458 -0.3016082817446937 -0.24185225368769103 -0.038081853755622674 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7535 40.70864152908325 2 0.7862090448255412 -0.41698880503511443 0.0 0.39314081562560604 -0.8385074048073107 0.4453665891817045 0.021453630347855926 -0.05648976530979938 0.768603705873138 7.067180973856681 17.15814487679354 -16.367136726514683 2.332634877925299 -3.207372957147286 4.373690396109936 10.858820946938325 -2.495253144842899 1.3139173345795372 -0.30192563052599075 -0.28582539072172786 -0.06346975625941553 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7536 40.71390342712402 2 0.7988898401713834 -0.4132858354445893 0.0 0.38964962241495554 -0.8471156342453098 0.4574660118303542 0.022142136132950206 -0.054305660899556185 0.7698419141884042 7.078400947619502 17.14271741286966 -16.346099275709392 2.3816543754660775 -3.2747747662658564 4.167895157065635 10.847009980379571 -2.4984004054838604 1.312488207625928 -0.3023064490635471 -0.2858253907218167 -0.07616370751126755 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7537 40.71934914588928 2 0.569683914974787 -0.45107203541081375 0.0 0.4252747933901398 -0.6777823654815048 0.252507572091365 0.0231671074805577 -0.04962222769801173 0.7716860332820222 7.0896209213823225 17.127289948945783 -16.326464321624456 2.909195535334424 -3.7026124995165395 4.496029463698655 10.835653281765389 -2.501809937844903 1.311114047093612 -0.3027190024792332 -0.27483210646321865 -0.08251068313722687 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7538 40.724607944488525 2 0.4597796512187988 -0.4551537516133502 0.0 0.42912307233106317 -0.5899700493658231 0.16084697703475995 0.02401645648880861 -0.0445411327065318 0.7736027503481849 7.105048385306201 17.107654994860848 -16.30262187737846 2.9113915689523404 -3.705407451393887 4.234751373021585 10.8215709754838 -2.506793100526426 1.3094100880335398 -0.3033219651636975 -0.3407918120144515 -0.12059253689286065 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7539 40.729819536209106 2 0.3352875919487655 -0.44782969697750963 0.0 0.4222178873993517 -0.48487011615333336 0.06265222875398173 0.02458077506083793 -0.038961262989242865 0.7756246698712008 7.12047584923008 17.08802004077591 -16.28018192985282 2.9751733567089227 -3.8677253637216005 4.1652426993924925 10.807942937146779 -2.5120385349280303 1.3077610953947603 -0.3039566627262917 -0.3297985277558979 -0.12693951251883107 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
7540 40.735071897506714 2 0.23704208714033065 -0.4497567877637053 0.0 0.42403476601652645 -0.4055614366943152 -0.018473329322211175 0.02504309170915139 -0.033334150080523706 0.7776705093601722 7.134500816433607 17.069787583411326 -16.260546975767884 3.1844769430900732 -4.24596925745343 4.24596925745343 10.795677702643458 -2.5170216976095543 1.3062770020198584 -0.30455962541075604 -0.2968186749803703 -0.12059253689287175 0.0 0.0 17.0 1.5000000000000002 0.30000000000000004 17.0 1.5000000000000002 0.30000000000000004
