i t_now control_mode Tx Ty Tz u1 u2 u3 theta_x theta_y theta_z psi_1 psi_2 psi_3 dpsi_1 dpsi_2 dpsi_3 phi_x phi_y x y dx dy theta_d_x theta_d_y inner_x_Kp inner_x_Ki inner_x_Kd inner_y_Kp inner_y_Ki inner_y_Kd outer_x_Kp outer_x_Ki outer_x_Kd outer_y_Kp outer_y_Ki outer_y_Kd
1233 6.659592390060425 1 0.0 0.0 0.0 0.0 0.0 0.0 0.05311408685520291 -0.051196612417697906 -0.026269376277923584 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1234 6.664875030517578 1 0.0 0.0 0.0 0.0 0.0 0.0 0.05311408685520291 -0.051196612417697906 -0.026269376277923584 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1235 6.6701319217681885 1 0.0 0.0 0.0 0.0 0.0 0.0 0.05426457244902849 -0.05158010870218277 -0.026652872562408447 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1236 6.675678968429565 1 0.0 0.0 0.0 0.0 0.0 0.0 0.05464806780219078 -0.05138836055994034 -0.026652872562408447 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1237 6.6810455322265625 1 0.0 0.0 0.0 0.0 0.0 0.0 0.05464806780219078 -0.051004864275455475 -0.02684462070465088 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1238 6.686420679092407 1 0.0 0.0 0.0 0.0 0.0 0.0 0.05426457244902849 -0.05023787543177605 -0.02703636884689331 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1239 6.691849708557129 1 0.0 0.0 0.0 0.0 0.0 0.0 0.05368932941928506 -0.04947088286280632 -0.027228116989135742 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1240 6.697310924530029 1 0.0 0.0 0.0 0.0 0.0 0.0 0.052730591502040625 -0.04832039773464203 -0.027419865131378174 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1241 6.70335841178894 1 0.0 0.0 0.0 0.0 0.0 0.0 0.05023787263780832 -0.04544418305158615 -0.027611613273620605 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1242 6.708783864974976 1 0.0 0.0 0.0 0.0 0.0 0.0 0.04870389186544344 -0.043718453496694565 -0.027803361415863037 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1243 6.714094161987305 1 0.0 0.0 0.0 0.0 0.0 0.0 0.04697816341649741 -0.04199272766709328 -0.027803361415863037 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1244 6.719308614730835 1 0.0 0.0 0.0 0.0 0.0 0.0 0.044868939789012074 -0.03988350182771683 -0.02799510955810547 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1245 6.724532842636108 1 0.0 0.0 0.0 0.0 0.0 0.0 0.04256796836853027 -0.037774279713630676 -0.02799510955810547 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1246 6.729896783828735 1 0.0 0.0 0.0 0.0 0.0 0.0 0.04007524996995926 -0.035473309457302094 -0.0281868577003479 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1247 6.73511266708374 1 0.0 0.0 0.0 0.0 0.0 0.0 0.03758253064006567 -0.03298059105873108 -0.028378605842590332 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1248 6.740374803543091 1 0.0 0.0 0.0 0.0 0.0 0.0 0.03470631688833237 -0.030487872660160065 -0.028378605842590332 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1249 6.745798349380493 1 0.0 0.0 0.0 0.0 0.0 0.0 0.03470631688833237 -0.030487872660160065 -0.028378605842590332 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1250 6.751049518585205 1 0.0 0.0 0.0 0.0 0.0 0.0 0.028570393100380898 -0.025118939578533173 -0.028570353984832764 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1251 6.756585121154785 1 0.0 0.0 0.0 0.0 0.0 0.0 0.025310683995485306 -0.022434473037719727 -0.028570353984832764 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1252 6.7618982791900635 1 0.0 0.0 0.0 0.0 0.0 0.0 0.022050974890589714 -0.01955825835466385 -0.028762102127075195 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1253 6.7672507762908936 1 0.0 0.0 0.0 0.0 0.0 0.0 0.01859951764345169 -0.01668204367160797 -0.028762102127075195 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1254 6.772526979446411 1 0.0 0.0 0.0 0.0 0.0 0.0 0.011504855006933212 -0.010929614305496216 -0.028953850269317627 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1255 6.777804613113403 1 0.0 0.0 0.0 0.0 0.0 0.0 0.007861651480197906 -0.008053399622440338 -0.028953850269317627 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1256 6.783019065856934 1 0.0 0.0 0.0 0.0 0.0 0.0 0.004218447953462601 -0.0051771849393844604 -0.02914559841156006 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1257 6.788228273391724 1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0023009702563285828 -0.02914559841156006 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1258 6.793453931808472 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.0030679628252983093 0.0 -0.02914559841156006 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1259 6.798697233200073 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.006711166352033615 0.003259710967540741 -0.02933734655380249 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1260 6.804033994674683 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.010354369878768921 0.005944177508354187 -0.02933734655380249 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1261 6.809434652328491 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.013997573405504227 0.008628644049167633 -0.02933734655380249 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1262 6.814777374267578 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.0174490287899971 0.011121362447738647 -0.029529094696044922 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1263 6.820071220397949 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.021092236042022705 0.013614080846309662 -0.029529094696044922 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1264 6.825359582901001 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.021092236042022705 0.013614080846309662 -0.029529094696044922 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1265 6.8307576179504395 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.02780339866876602 0.018216021358966827 -0.029720842838287354 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1266 6.836067199707031 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.03087136149406433 0.02032524347305298 -0.029720842838287354 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1267 6.841325044631958 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.03393932431936264 0.022242717444896698 -0.029912590980529785 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1268 6.8465611934661865 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.03681553900241852 0.024160198867321014 -0.029912590980529785 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1269 6.851763963699341 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.039691753685474396 0.025885924696922302 -0.030104339122772217 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1270 6.85701847076416 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.04218447208404541 0.02761165052652359 -0.030104339122772217 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1271 6.862487554550171 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.044677190482616425 0.029145635664463043 -0.03029608726501465 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
1272 6.86783766746521 1 0.0 0.0 0.0 0.0 0.0 0.0 -0.046786412596702576 0.030487865209579468 -0.03029608726501465 0.0 0.0014024967203525862 0.0 0.0 0.0 0.0 0.0004542679445673663 0.00026227172008018695 5.496642129265132e-05 3.173487812970262e-05 0.0 0.0 0.0 0.0 12.999999999999998 1.3 0.30000000000000004 12.999999999999998 1.3 0.30000000000000004 0.3 0.05 0.8 0.3 0.05 0.8
